date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-25 03:00:00,188.59,1.1,4.97,55.79,4.17,2.72,7.87,0.63
2020-11-25 04:00:00,190.26,0.76,4.28,59.37,3.79,2.31,6.75,0.58
2020-11-25 05:00:00,191.93,0.6,3.9,57.22,3.37,1.93,5.58,0.53
2020-11-25 06:00:00,195.27,0.74,3.98,57.22,3.55,1.74,5.04,0.59
2020-11-25 07:00:00,196.93,0.84,3.6,58.65,3.46,1.7,5.01,0.59
2020-11-25 08:00:00,195.27,0.86,3.13,57.22,2.98,1.71,5.03,0.55
2020-11-25 09:00:00,195.27,1.31,4.46,51.5,3.58,2.02,5.89,0.71
2020-11-25 10:00:00,198.6,1.1,6.0,43.99,3.58,2.07,6.06,0.81
2020-11-25 11:00:00,200.27,0.21,7.37,38.98,3.4,2.01,5.88,0.82
2020-11-25 12:00:00,198.6,0.01,6.94,37.55,3.07,1.94,5.67,0.78
2020-11-25 13:00:00,196.93,0.01,6.94,35.05,3.31,1.99,5.7,0.82
2020-11-25 14:00:00,195.27,0.02,8.65,30.76,4.41,2.3,5.99,0.96
2020-11-25 15:00:00,196.93,0.06,13.2,24.32,7.15,2.97,6.41,1.17
2020-11-25 16:00:00,198.6,0.13,19.02,17.52,10.97,3.93,7.07,1.24
2020-11-25 17:00:00,196.93,0.28,23.31,12.16,13.83,5.01,8.1,1.27
2020-11-25 18:00:00,196.93,0.55,24.33,7.87,13.47,5.8,9.0,1.33
2020-11-25 19:00:00,193.6,0.85,20.91,5.63,10.25,5.67,8.91,1.38
2020-11-25 20:00:00,190.26,1.1,16.79,4.47,7.45,4.92,8.09,1.39
2020-11-25 21:00:00,190.26,1.55,14.22,3.44,6.44,4.26,7.42,1.43
2020-11-25 22:00:00,196.93,4.97,10.03,7.42,6.97,3.98,7.45,1.69
2020-11-25 23:00:00,223.64,8.94,9.51,13.95,8.7,4.34,8.58,2.53
2020-11-26 00:00:00,240.33,8.16,12.34,30.76,10.85,4.69,9.25,3.1
2020-11-26 01:00:00,250.34,5.53,15.42,66.52,13.11,6.24,11.67,3.74
2020-11-26 02:00:00,257.02,2.79,14.74,125.89,15.97,9.68,16.38,4.24
2020-11-26 03:00:00,247.0,0.85,6.86,163.08,13.47,10.77,15.78,2.57
2020-11-26 04:00:00,247.0,0.61,5.57,173.09,12.04,11.24,15.73,2.38
2020-11-26 05:00:00,240.33,0.52,5.1,170.23,10.73,11.41,15.99,2.03
2020-11-26 06:00:00,250.34,0.62,6.68,178.81,12.99,15.22,21.18,1.62
2020-11-26 07:00:00,257.02,0.59,7.28,197.41,17.64,19.43,26.19,0.76
2020-11-26 08:00:00,253.68,0.55,7.63,194.55,21.7,21.1,27.8,0.04
2020-11-26 09:00:00,240.33,0.55,9.6,161.65,18.6,18.56,25.17,0.0
2020-11-26 10:00:00,243.66,0.45,15.77,101.57,13.95,13.21,20.44,0.4
2020-11-26 11:00:00,250.34,0.04,21.08,68.67,12.64,12.66,23.4,0.86
2020-11-26 12:00:00,233.65,0.0,15.94,82.25,10.85,16.99,44.18,0.33
2020-11-26 13:00:00,226.97,0.0,12.51,85.12,7.99,20.8,56.27,0.47
2020-11-26 14:00:00,220.3,0.0,10.63,59.37,6.32,16.22,54.41,0.59
2020-11-26 15:00:00,201.94,0.0,6.86,46.49,4.29,9.27,36.44,0.42
2020-11-26 16:00:00,198.6,0.0,6.17,42.92,4.05,7.08,28.6,0.42
2020-11-26 17:00:00,195.27,0.0,6.0,44.7,4.17,6.2,24.61,0.46
2020-11-26 18:00:00,191.93,0.0,6.17,47.92,4.47,5.46,20.67,0.5
2020-11-26 19:00:00,188.59,0.0,7.03,49.35,5.07,4.76,16.51,0.57
2020-11-26 20:00:00,188.59,0.0,8.23,48.64,5.9,4.29,13.43,0.65
2020-11-26 21:00:00,186.92,0.0,9.17,46.49,6.62,3.93,11.09,0.72
2020-11-26 22:00:00,188.59,0.02,10.54,44.35,7.45,3.76,9.48,0.83
2020-11-26 23:00:00,196.93,0.12,13.37,40.41,8.7,3.86,8.89,1.11
2020-11-27 00:00:00,208.62,0.43,16.11,37.55,9.66,4.08,8.94,1.39
2020-11-27 01:00:00,213.62,0.82,17.48,36.48,10.73,4.3,9.16,1.55
2020-11-27 02:00:00,216.96,1.03,17.48,36.84,11.44,4.5,9.47,1.62
2020-11-27 03:00:00,216.96,2.15,15.59,41.13,11.56,4.69,9.78,1.62
2020-11-27 04:00:00,205.28,2.04,10.71,52.93,8.7,4.26,9.6,1.22
2020-11-27 05:00:00,190.26,1.01,5.48,67.23,4.83,3.54,9.09,0.7
2020-11-27 06:00:00,188.59,0.85,4.16,71.53,3.99,3.43,8.86,0.59
2020-11-27 07:00:00,190.26,0.85,4.54,63.66,3.93,3.79,9.34,0.61
2020-11-27 08:00:00,193.6,0.8,4.5,59.37,3.64,4.6,11.18,0.55
2020-11-27 09:00:00,201.94,0.75,5.14,57.22,3.55,4.95,11.95,0.53
2020-11-27 10:00:00,206.95,0.47,6.34,54.36,3.49,4.04,9.57,0.61
2020-11-27 11:00:00,206.95,0.05,7.37,47.92,3.58,3.64,8.51,0.69
2020-11-27 12:00:00,211.95,0.0,9.17,41.13,3.93,3.83,8.68,0.86
2020-11-27 13:00:00,220.3,0.01,12.68,31.47,5.07,4.07,9.17,1.14
2020-11-27 14:00:00,233.65,0.09,18.51,21.1,7.09,4.89,10.3,1.49
2020-11-27 15:00:00,247.0,0.44,24.33,11.44,8.82,6.18,11.68,1.69
2020-11-27 16:00:00,236.99,0.88,24.33,6.17,8.46,6.85,11.75,1.5
2020-11-27 17:00:00,220.3,0.87,21.25,4.78,6.97,6.88,11.14,1.3
2020-11-27 18:00:00,205.28,0.89,18.34,4.34,5.78,6.88,10.65,1.17
2020-11-27 19:00:00,195.27,0.8,15.25,4.69,4.77,6.65,10.05,1.09
2020-11-27 20:00:00,190.26,0.6,12.51,5.9,4.11,6.25,9.38,1.08
2020-11-27 21:00:00,188.59,0.44,11.31,7.42,4.17,6.24,9.29,1.17
2020-11-27 22:00:00,196.93,1.05,10.37,12.52,4.65,6.98,10.26,1.77
2020-11-27 23:00:00,216.96,2.01,10.71,31.83,5.48,8.43,12.34,3.07
2020-11-28 00:00:00,226.97,1.65,10.54,59.37,6.97,10.34,14.88,3.48
2020-11-28 01:00:00,233.65,1.23,9.94,84.4,8.7,12.67,17.9,3.26
2020-11-28 02:00:00,233.65,0.86,7.88,111.58,10.13,15.21,20.56,2.91
2020-11-28 03:00:00,233.65,0.33,5.23,88.69,7.45,9.87,13.9,1.43
2020-11-28 04:00:00,243.66,0.43,4.93,77.25,5.9,5.94,9.71,1.25
2020-11-28 05:00:00,243.66,0.49,4.71,80.82,5.13,4.72,7.92,1.31
2020-11-28 06:00:00,247.0,0.52,4.76,81.54,4.53,4.14,7.31,1.46
2020-11-28 07:00:00,250.34,0.57,5.31,78.68,4.29,3.95,7.28,1.74
2020-11-28 08:00:00,253.68,0.6,5.91,72.24,3.99,3.88,7.3,1.95
2020-11-28 09:00:00,270.37,0.78,9.68,63.66,4.41,4.11,7.66,2.69
2020-11-28 10:00:00,290.39,0.51,14.57,50.07,4.95,4.47,8.28,4.05
2020-11-28 11:00:00,293.73,0.04,16.28,36.12,5.19,4.84,9.1,5.45
2020-11-28 12:00:00,287.06,0.0,16.28,28.25,5.42,5.1,9.75,6.59
2020-11-28 13:00:00,273.71,0.0,15.59,23.96,5.54,5.06,9.61,7.09
2020-11-28 14:00:00,260.35,0.01,13.54,20.92,5.13,4.82,8.93,6.84
2020-11-28 15:00:00,243.66,0.0,9.51,23.96,4.77,4.38,7.74,5.07
2020-11-28 16:00:00,233.65,0.0,6.6,27.54,4.41,3.99,6.71,3.58
2020-11-28 17:00:00,226.97,0.0,4.8,30.04,3.52,3.72,6.13,2.95
2020-11-28 18:00:00,223.64,0.0,3.43,35.05,2.5,3.5,5.69,2.19
2020-11-28 19:00:00,223.64,0.0,3.04,37.55,2.18,3.4,5.51,1.96
2020-11-28 20:00:00,223.64,0.0,2.83,39.7,2.03,3.18,5.19,1.74
2020-11-28 21:00:00,223.64,0.0,2.87,40.41,1.97,2.7,4.56,1.63
2020-11-28 22:00:00,223.64,0.03,3.26,38.62,2.06,2.29,4.16,1.95
2020-11-28 23:00:00,230.31,0.26,3.68,37.91,2.15,2.2,4.32,2.15
2020-11-29 00:00:00,230.31,0.54,2.96,42.92,1.94,2.22,4.43,1.58
2020-11-29 01:00:00,230.31,0.51,2.34,48.64,1.82,2.19,4.31,1.24
2020-11-29 02:00:00,230.31,0.38,1.76,54.36,1.68,2.13,4.05,1.01
2020-11-29 03:00:00,230.31,0.3,1.46,60.08,1.85,2.29,4.49,0.76
2020-11-29 04:00:00,230.31,0.34,1.74,65.09,2.5,2.67,6.34,0.73
2020-11-29 05:00:00,230.31,0.38,2.04,67.95,2.92,3.5,9.97,0.78
2020-11-29 06:00:00,236.99,0.43,3.3,56.51,3.13,4.44,12.97,1.0
2020-11-29 07:00:00,253.68,0.62,5.23,47.92,3.79,4.15,9.83,1.36
2020-11-29 08:00:00,273.71,0.61,7.71,41.84,4.65,2.61,5.07,1.63
2020-11-29 09:00:00,290.39,0.39,11.48,35.41,6.32,3.59,11.55,1.82
2020-11-29 10:00:00,287.06,0.11,11.82,35.76,6.91,7.09,28.67,1.5
2020-11-29 11:00:00,208.62,0.01,7.45,39.7,4.65,10.23,51.92,0.75
2020-11-29 12:00:00,181.91,0.0,4.37,39.34,2.77,8.2,44.47,0.41
2020-11-29 13:00:00,181.91,0.0,3.9,41.13,2.5,7.23,40.09,0.37
2020-11-29 14:00:00,180.24,0.0,3.81,42.2,2.47,7.32,41.1,0.36
2020-11-29 15:00:00,176.91,0.0,3.77,41.84,2.47,7.11,40.4,0.34
2020-11-29 16:00:00,173.57,0.0,3.43,41.13,2.41,6.24,35.16,0.29
2020-11-29 17:00:00,173.57,0.01,4.07,38.62,2.98,5.69,31.61,0.33
2020-11-29 18:00:00,175.24,0.01,4.46,38.62,3.31,5.31,28.5,0.36
2020-11-29 19:00:00,175.24,0.0,4.76,43.99,3.55,4.99,26.09,0.38
2020-11-29 20:00:00,175.24,0.0,5.1,50.78,3.87,4.56,23.6,0.42
2020-11-29 21:00:00,178.58,0.0,5.27,51.5,3.99,3.98,20.68,0.44
2020-11-29 22:00:00,183.58,0.05,5.57,47.92,4.17,3.4,17.31,0.48
2020-11-29 23:00:00,191.93,0.26,6.34,44.7,4.41,3.06,14.81,0.6
2020-11-30 00:00:00,195.27,0.67,6.43,43.99,4.47,2.77,12.86,0.68
2020-11-30 01:00:00,193.6,1.09,6.0,45.06,4.65,2.58,11.6,0.71
2020-11-30 02:00:00,188.59,1.33,5.31,46.49,4.77,2.54,10.89,0.7
2020-11-30 03:00:00,183.58,1.34,5.01,47.92,5.01,2.6,10.45,0.69
2020-11-30 04:00:00,180.24,1.1,4.41,48.64,4.59,2.71,10.24,0.6
2020-11-30 05:00:00,175.24,0.84,3.51,46.49,3.61,2.85,9.57,0.47
2020-11-30 06:00:00,173.57,0.75,3.47,42.92,3.28,3.03,8.33,0.43
2020-11-30 07:00:00,175.24,0.6,3.6,38.98,3.07,3.04,7.76,0.4
2020-11-30 08:00:00,176.91,0.35,3.64,36.84,2.65,2.85,7.77,0.37
2020-11-30 09:00:00,183.58,0.26,4.8,33.62,2.89,2.76,9.82,0.48
2020-11-30 10:00:00,191.93,0.2,6.17,29.33,3.19,2.63,11.66,0.63
2020-11-30 11:00:00,196.93,0.06,6.51,27.54,3.16,2.46,11.64,0.71
2020-11-30 12:00:00,198.6,0.03,5.91,28.61,2.89,2.2,10.4,0.68
2020-11-30 13:00:00,200.27,0.03,6.0,29.33,3.01,2.15,9.94,0.69
2020-11-30 14:00:00,201.94,0.03,6.43,29.68,3.25,2.43,11.14,0.74
2020-11-30 15:00:00,205.28,0.04,8.05,28.25,3.58,2.76,12.38,0.92
2020-11-30 16:00:00,203.61,0.03,8.91,27.54,3.82,2.87,12.64,0.97
2020-11-30 17:00:00,198.6,0.02,9.25,28.97,4.17,2.89,12.54,0.97
2020-11-30 18:00:00,191.93,0.03,10.37,27.9,4.71,3.08,12.84,1.01
2020-11-30 19:00:00,183.58,0.03,9.77,26.11,4.71,3.36,13.47,0.91
2020-11-30 20:00:00,176.91,0.03,8.4,26.11,4.35,3.56,14.03,0.76
2020-11-30 21:00:00,175.24,0.03,7.11,27.9,4.05,3.59,14.25,0.63
2020-11-30 22:00:00,176.91,0.41,6.94,28.61,4.35,3.67,14.27,0.7
2020-11-30 23:00:00,183.58,1.73,6.77,30.04,5.07,3.86,14.67,0.92
2020-12-01 00:00:00,183.58,2.15,5.57,37.19,5.66,3.97,14.47,0.79
2020-12-01 01:00:00,185.25,2.35,6.0,49.35,7.75,4.61,15.53,0.79
2020-12-01 02:00:00,186.92,1.52,5.36,75.1,9.18,5.86,17.6,0.66
2020-12-01 03:00:00,188.59,0.69,3.77,104.43,9.78,7.59,20.26,0.54
2020-12-01 04:00:00,190.26,0.45,3.13,120.16,9.78,8.34,21.51,0.55
2020-12-01 05:00:00,193.6,0.39,2.83,117.3,8.58,7.74,20.71,0.56
2020-12-01 06:00:00,196.93,0.47,3.3,104.43,7.03,6.54,18.98,0.66
2020-12-01 07:00:00,198.6,0.47,3.3,86.55,5.13,5.57,17.79,0.68
2020-12-01 08:00:00,203.61,0.42,3.3,78.68,4.53,5.67,17.83,0.67
2020-12-01 09:00:00,210.29,0.52,4.71,66.52,3.99,5.81,17.55,0.76
2020-12-01 10:00:00,213.62,0.41,6.43,54.36,3.82,6.03,17.86,0.88
2020-12-01 11:00:00,213.62,0.05,7.88,42.2,3.82,6.15,18.31,0.96
2020-12-01 12:00:00,230.31,0.01,12.0,29.33,3.7,6.65,18.35,1.08
2020-12-01 13:00:00,253.68,0.18,17.65,17.17,4.29,7.45,18.9,1.3
2020-12-01 14:00:00,287.06,1.79,25.36,5.59,5.78,8.9,20.81,1.76
2020-12-01 15:00:00,350.48,9.61,31.53,0.18,8.11,11.35,24.12,2.12
2020-12-01 16:00:00,420.57,15.65,41.81,0.0,10.25,14.59,27.52,1.79
2020-12-01 17:00:00,367.17,7.38,44.55,1.0,10.97,14.76,27.75,1.77
2020-12-01 18:00:00,260.35,0.01,26.73,30.4,17.88,15.79,34.49,1.62
2020-12-01 19:00:00,233.65,0.0,14.05,35.76,10.13,14.5,37.96,0.7
2020-12-01 20:00:00,226.97,0.0,9.6,42.2,7.09,16.28,51.17,0.44
2020-12-01 21:00:00,211.95,0.0,6.94,43.63,5.48,13.42,47.51,0.34
2020-12-01 22:00:00,191.93,0.2,6.43,36.12,5.19,8.98,34.58,0.43
2020-12-01 23:00:00,185.25,0.81,6.43,35.05,5.36,7.26,28.43,0.55
2020-12-02 00:00:00,183.58,1.12,6.08,36.84,4.95,6.26,23.44,0.59
2020-12-02 01:00:00,181.91,1.3,5.48,38.27,4.89,5.84,21.61,0.59
2020-12-02 02:00:00,178.58,1.26,4.8,40.05,4.83,5.58,20.98,0.55
2020-12-02 03:00:00,178.58,0.94,4.88,41.13,4.83,5.04,19.3,0.53
2020-12-02 04:00:00,176.91,0.73,4.8,40.41,4.71,4.72,18.49,0.5
2020-12-02 05:00:00,171.9,0.55,4.28,39.34,4.05,4.44,17.83,0.44
2020-12-02 06:00:00,171.9,0.48,4.5,37.55,3.93,4.16,16.92,0.46
2020-12-02 07:00:00,173.57,0.37,4.67,36.84,3.82,3.85,15.93,0.46
2020-12-02 08:00:00,175.24,0.23,4.5,37.19,3.43,3.64,15.6,0.45
2020-12-02 09:00:00,176.91,0.15,4.97,37.55,3.31,3.64,15.0,0.47
2020-12-02 10:00:00,178.58,0.06,5.91,36.84,3.52,3.82,15.36,0.55
2020-12-02 11:00:00,178.58,0.01,6.34,36.12,3.7,4.08,16.06,0.61
2020-12-02 12:00:00,176.91,0.01,5.83,36.12,3.49,4.23,16.01,0.57
2020-12-02 13:00:00,173.57,0.01,5.57,35.41,3.46,4.29,15.48,0.52
2020-12-02 14:00:00,171.9,0.01,5.66,34.69,3.58,4.41,15.71,0.48
2020-12-02 15:00:00,170.23,0.02,6.0,32.9,3.82,4.48,14.9,0.45
2020-12-02 16:00:00,166.89,0.02,5.57,32.19,3.64,4.3,12.34,0.36
2020-12-02 17:00:00,165.22,0.01,4.76,32.54,3.31,4.11,10.6,0.28
2020-12-02 18:00:00,165.22,0.01,4.67,32.54,3.31,4.07,10.55,0.27
2020-12-02 19:00:00,165.22,0.01,4.71,32.9,3.31,4.07,11.78,0.27
2020-12-02 20:00:00,166.89,0.01,4.63,33.98,3.22,4.01,13.01,0.27
2020-12-02 21:00:00,168.56,0.01,4.54,35.05,3.16,3.99,14.67,0.29
2020-12-02 22:00:00,168.56,0.03,4.93,35.41,3.4,3.89,15.2,0.34
2020-12-02 23:00:00,173.57,0.19,5.48,35.41,3.61,3.81,14.88,0.45
2020-12-03 00:00:00,173.57,0.26,4.46,37.55,2.8,3.75,14.88,0.39
2020-12-03 01:00:00,170.23,0.22,4.28,38.27,2.74,3.93,15.75,0.39
2020-12-03 02:00:00,166.89,0.12,3.98,37.91,2.71,4.13,16.41,0.36
2020-12-03 03:00:00,165.22,0.1,3.86,37.91,2.71,4.21,16.12,0.35
2020-12-03 04:00:00,161.89,0.18,3.64,38.27,2.62,4.24,14.73,0.34
2020-12-03 05:00:00,161.89,0.28,3.17,40.77,2.38,4.16,12.52,0.31
2020-12-03 06:00:00,163.56,0.28,3.34,42.2,2.44,4.13,11.97,0.34
2020-12-03 07:00:00,163.56,0.15,3.6,40.41,2.41,4.22,13.64,0.35
2020-12-03 08:00:00,163.56,0.08,3.6,39.34,2.27,4.37,17.18,0.34
2020-12-03 09:00:00,168.56,0.04,5.23,36.48,2.89,4.74,20.86,0.47
2020-12-03 10:00:00,175.24,0.03,6.43,33.98,3.25,4.97,21.24,0.55
2020-12-03 11:00:00,176.91,0.01,6.94,31.83,3.43,5.26,19.75,0.57
2020-12-03 12:00:00,173.57,0.01,6.94,29.33,3.52,5.83,18.84,0.55
2020-12-03 13:00:00,171.9,0.03,7.97,25.39,3.99,6.33,18.83,0.63
2020-12-03 14:00:00,173.57,0.06,9.77,21.46,4.71,6.5,17.73,0.78
2020-12-03 15:00:00,213.62,1.54,17.31,7.69,4.59,7.5,16.75,1.12
2020-12-03 16:00:00,236.99,6.37,17.14,0.57,4.65,8.45,16.36,1.3
2020-12-03 17:00:00,236.99,10.95,13.88,0.07,5.72,9.05,16.17,1.6
2020-12-03 18:00:00,233.65,14.75,14.05,0.01,7.57,10.33,16.93,2.01
2020-12-03 19:00:00,230.31,17.88,14.91,0.0,8.46,12.22,18.76,1.81
2020-12-03 20:00:00,226.97,21.01,14.4,0.0,8.94,13.96,20.3,1.41
2020-12-03 21:00:00,230.31,24.59,14.91,0.0,10.49,15.41,21.92,1.22
2020-12-03 22:00:00,267.03,30.4,16.11,0.78,11.21,17.45,25.57,1.41
2020-12-03 23:00:00,330.45,33.08,20.39,5.45,12.04,19.88,29.35,2.34
2020-12-04 00:00:00,283.72,9.39,33.59,57.94,27.9,21.72,28.28,1.85
2020-12-04 01:00:00,290.39,4.81,26.39,115.87,27.9,21.93,28.03,1.93
2020-12-04 02:00:00,287.06,2.07,16.45,178.81,22.65,23.63,30.17,1.88
2020-12-04 03:00:00,263.69,0.98,9.17,200.27,19.31,22.3,28.17,1.77
2020-12-04 04:00:00,263.69,0.74,8.14,226.02,20.03,24.53,30.84,2.0
2020-12-04 05:00:00,267.03,0.63,7.71,237.47,18.84,23.26,29.49,2.22
2020-12-04 06:00:00,263.69,0.75,8.91,223.16,16.69,18.66,24.47,2.38
2020-12-04 07:00:00,257.02,0.82,9.51,208.86,16.21,18.23,24.91,2.15
2020-12-04 08:00:00,236.99,0.83,8.48,161.65,10.85,15.8,22.74,1.41
2020-12-04 09:00:00,236.99,0.85,9.43,134.47,6.91,15.87,23.43,1.03
2020-12-04 10:00:00,250.34,0.55,12.51,131.61,6.26,19.39,28.19,1.14
2020-12-04 11:00:00,253.68,0.07,13.71,127.32,6.38,22.71,32.39,1.11
2020-12-04 12:00:00,247.0,0.0,13.2,123.02,6.5,25.11,35.34,0.86
2020-12-04 13:00:00,253.68,0.0,15.59,111.58,8.23,25.23,35.56,0.74
2020-12-04 14:00:00,247.0,0.0,16.62,90.12,9.54,20.15,29.64,0.78
2020-12-04 15:00:00,205.28,0.0,11.31,49.35,6.8,9.61,21.28,0.55
2020-12-04 16:00:00,181.91,0.01,8.91,36.12,5.84,8.23,24.88,0.39
2020-12-04 17:00:00,171.9,0.01,7.03,37.55,5.07,7.46,24.72,0.3
2020-12-04 18:00:00,170.23,0.0,6.94,41.49,5.01,6.52,22.1,0.34
2020-12-04 19:00:00,171.9,0.0,8.05,42.56,5.54,6.14,20.25,0.42
2020-12-04 20:00:00,173.57,0.0,9.34,41.84,6.2,6.05,19.23,0.5
2020-12-04 21:00:00,173.57,0.0,10.54,39.7,6.86,6.0,18.53,0.56
2020-12-04 22:00:00,178.58,0.08,12.85,36.12,8.23,6.12,18.03,0.71
2020-12-04 23:00:00,188.59,0.39,17.31,30.4,10.49,6.62,18.19,1.05
2020-12-05 00:00:00,185.25,0.44,13.54,33.62,7.87,5.86,15.62,0.82
2020-12-05 01:00:00,178.58,0.55,9.43,36.48,5.07,5.08,13.02,0.62
2020-12-05 02:00:00,173.57,0.43,5.91,40.41,3.61,4.73,11.65,0.47
2020-12-05 03:00:00,173.57,0.29,4.37,45.78,3.07,5.17,12.25,0.5
2020-12-05 04:00:00,178.58,0.28,4.33,53.64,3.04,6.17,13.86,0.7
2020-12-05 05:00:00,186.92,0.3,4.16,65.09,3.13,7.89,15.64,0.59
2020-12-05 06:00:00,198.6,0.55,5.27,82.97,5.13,9.84,16.71,0.58
2020-12-05 07:00:00,206.95,0.45,6.0,89.41,6.68,11.08,16.41,0.44
2020-12-05 08:00:00,210.29,0.31,6.08,82.97,6.97,11.58,15.82,0.3
2020-12-05 09:00:00,213.62,0.19,6.86,74.39,7.09,11.94,15.21,0.21
2020-12-05 10:00:00,226.97,0.07,10.63,78.68,11.56,15.53,17.96,0.13
2020-12-05 11:00:00,236.99,0.01,14.57,80.11,18.36,20.58,22.4,0.18
2020-12-05 12:00:00,247.0,0.0,11.14,70.1,13.83,19.04,20.35,0.49
2020-12-05 13:00:00,260.35,0.0,5.91,61.51,6.14,14.43,15.31,0.74
2020-12-05 14:00:00,280.38,0.0,4.41,48.64,4.29,10.3,10.79,0.83
2020-12-05 15:00:00,280.38,0.0,2.53,31.11,1.7,4.32,4.56,0.9
2020-12-05 16:00:00,280.38,0.0,2.1,25.03,1.27,2.34,2.5,0.9
2020-12-05 17:00:00,283.72,0.01,2.34,23.6,1.58,1.78,1.92,0.88
2020-12-05 18:00:00,283.72,0.01,3.38,20.74,2.41,1.66,1.84,1.09
2020-12-05 19:00:00,280.38,0.03,4.54,17.7,3.22,1.48,1.7,1.31
2020-12-05 20:00:00,280.38,0.06,5.57,16.27,3.87,1.21,1.48,1.44
2020-12-05 21:00:00,283.72,0.08,6.68,16.09,4.53,1.13,1.45,1.57
2020-12-05 22:00:00,273.71,0.62,6.51,20.56,4.83,1.17,1.55,1.65
2020-12-05 23:00:00,263.69,1.43,5.83,33.62,4.89,1.39,1.82,1.85
2020-12-06 00:00:00,247.0,1.02,4.07,48.64,3.4,1.38,1.73,1.41
2020-12-06 01:00:00,236.99,0.78,3.43,60.08,3.25,1.43,1.83,1.3
2020-12-06 02:00:00,230.31,0.6,2.87,67.23,3.28,1.59,2.09,1.2
2020-12-06 03:00:00,220.3,0.48,2.34,68.67,2.92,1.74,2.38,1.08
2020-12-06 04:00:00,213.62,0.44,2.12,70.1,2.77,1.9,2.69,0.98
2020-12-06 05:00:00,205.28,0.41,1.99,72.24,2.77,2.04,2.87,0.91
2020-12-06 06:00:00,196.93,0.43,2.12,73.67,2.92,2.04,2.78,0.89
2020-12-06 07:00:00,190.26,0.51,2.46,73.67,3.07,1.96,2.67,0.92
2020-12-06 08:00:00,185.25,0.58,2.87,72.24,3.07,1.79,2.49,0.97
2020-12-06 09:00:00,186.92,0.96,5.31,68.67,4.29,1.78,2.55,1.33
2020-12-06 10:00:00,190.26,0.94,8.14,58.65,5.19,1.78,2.64,1.82
2020-12-06 11:00:00,191.93,0.19,10.11,45.06,5.42,1.76,2.72,2.15
2020-12-06 12:00:00,193.6,0.0,11.31,35.05,5.96,1.86,2.97,2.44
2020-12-06 13:00:00,195.27,0.01,12.34,29.33,6.62,2.05,3.31,2.72
2020-12-06 14:00:00,196.93,0.01,12.68,26.82,6.8,2.24,3.6,2.63
2020-12-06 15:00:00,198.6,0.03,13.37,23.96,6.91,2.46,3.9,2.63
2020-12-06 16:00:00,200.27,0.06,15.42,20.21,7.75,2.68,4.2,2.72
2020-12-06 17:00:00,203.61,0.18,19.54,14.84,9.78,3.08,4.84,3.14
2020-12-06 18:00:00,205.28,0.44,22.28,9.21,10.49,3.47,5.47,3.74
2020-12-06 19:00:00,200.27,0.85,20.22,5.9,9.06,3.5,5.57,4.24
2020-12-06 20:00:00,190.26,0.92,15.59,5.72,6.86,3.22,5.46,5.07
2020-12-06 21:00:00,185.25,0.86,13.02,6.26,5.9,2.97,5.36,5.51
2020-12-06 22:00:00,188.59,2.26,11.14,9.03,6.32,3.06,5.62,5.19
2020-12-06 23:00:00,208.62,5.03,10.2,20.21,7.09,3.58,6.59,4.75
2020-12-07 00:00:00,200.27,2.93,7.97,45.78,7.51,2.99,5.82,2.85
2020-12-07 01:00:00,200.27,2.01,7.11,67.95,7.51,2.79,5.76,2.44
2020-12-07 02:00:00,198.6,1.38,6.08,85.12,7.63,2.84,5.91,2.38
2020-12-07 03:00:00,188.59,0.67,2.91,73.67,3.87,2.19,4.81,1.28
2020-12-07 04:00:00,185.25,0.67,2.66,67.95,3.31,1.93,3.98,0.96
2020-12-07 05:00:00,183.58,0.67,2.59,65.8,3.1,1.73,3.39,0.85
2020-12-07 06:00:00,183.58,0.71,2.7,65.09,3.07,1.55,3.03,0.82
2020-12-07 07:00:00,185.25,0.78,2.91,63.66,3.13,1.4,2.79,0.85
2020-12-07 08:00:00,186.92,0.82,3.26,61.51,3.13,1.3,2.61,0.9
2020-12-07 09:00:00,208.62,2.24,9.51,57.94,6.38,1.72,3.16,1.65
2020-12-07 10:00:00,233.65,2.6,17.65,47.92,9.18,2.21,3.84,2.6
2020-12-07 11:00:00,240.33,0.57,21.42,33.62,9.3,2.28,4.0,3.01
2020-12-07 12:00:00,240.33,0.02,23.31,25.03,10.37,2.47,4.23,3.2
2020-12-07 13:00:00,250.34,0.05,27.42,20.21,12.76,2.93,4.73,3.64
2020-12-07 14:00:00,236.99,0.07,21.94,18.77,11.33,2.64,4.26,4.56
2020-12-07 15:00:00,203.61,0.07,14.05,20.92,8.35,2.01,3.06,3.83
2020-12-07 16:00:00,191.93,0.08,13.02,20.39,8.11,1.95,2.73,3.1
2020-12-07 17:00:00,186.92,0.1,13.02,18.95,8.58,2.05,2.72,2.85
2020-12-07 18:00:00,183.58,0.12,12.51,17.35,8.58,2.16,2.71,2.57
2020-12-07 19:00:00,180.24,0.17,11.65,15.56,8.11,2.1,2.55,2.5
2020-12-07 20:00:00,175.24,0.19,10.2,15.2,7.09,1.94,2.34,2.19
2020-12-07 21:00:00,171.9,0.17,8.57,16.45,6.14,1.75,2.14,1.82
2020-12-07 22:00:00,171.9,0.71,7.88,17.35,6.02,1.55,2.02,1.74
2020-12-07 23:00:00,175.24,2.4,6.43,20.74,5.9,1.45,2.05,1.81
2020-12-08 00:00:00,175.24,2.57,5.01,28.97,5.36,1.29,1.91,1.47
